Month,Country,Arrivals
Nov-21,Cyprus,10
Dec-21,Cyprus,20
Jan-22,Cyprus,20
Feb-22,Cyprus,20
Mar-22,Cyprus,50
Apr-22,Cyprus,60
May-22,Cyprus,70
Jun-22,Cyprus,40
Jul-22,Cyprus,80
Aug-22,Cyprus,100
Sep-22,Cyprus,90
Oct-22,Cyprus,80
Nov-22,Cyprus,120
Dec-22,Cyprus,200
Jan-23,Cyprus,100
Feb-23,Cyprus,140
Mar-23,Cyprus,120
Apr-23,Cyprus,100
May-23,Cyprus,90
Jun-23,Cyprus,80
Jul-23,Cyprus,130
Aug-23,Cyprus,100
Sep-23,Cyprus,110
Oct-23,Cyprus,140
Nov-23,Cyprus,150
Dec-23,Cyprus,330
Jan-24,Cyprus,170
Feb-24,Cyprus,160
Mar-24,Cyprus,120
Apr-24,Cyprus,110
May-24,Cyprus,80
Jun-24,Cyprus,100
Jul-24,Cyprus,120
Jan-19,North Macedonia,300
Feb-19,North Macedonia,260
Mar-19,North Macedonia,190
Apr-19,North Macedonia,150
May-19,North Macedonia,170
Jun-19,North Macedonia,170
Jul-19,North Macedonia,180
Aug-19,North Macedonia,240
Sep-19,North Macedonia,250
Oct-19,North Macedonia,160
Nov-19,North Macedonia,180
Dec-19,North Macedonia,160
Jan-20,North Macedonia,220
Feb-20,North Macedonia,310
Mar-20,North Macedonia,120
Apr-20,North Macedonia,10
Aug-20,North Macedonia,10
Nov-20,North Macedonia,10
Dec-20,North Macedonia,10
Jan-21,North Macedonia,10
Feb-21,North Macedonia,10
Mar-21,North Macedonia,10
Apr-21,North Macedonia,10
May-21,North Macedonia,10
Jun-21,North Macedonia,10
Jul-21,North Macedonia,10
Aug-21,North Macedonia,10
Sep-21,North Macedonia,10
Oct-21,North Macedonia,10
Nov-21,North Macedonia,30
Dec-21,North Macedonia,150
Jan-22,North Macedonia,50
Feb-22,North Macedonia,80
Mar-22,North Macedonia,80
Apr-22,North Macedonia,50
May-22,North Macedonia,100
Jun-22,North Macedonia,140
Jul-22,North Macedonia,110
Aug-22,North Macedonia,240
Sep-22,North Macedonia,340
Oct-22,North Macedonia,210
Nov-22,North Macedonia,490
Dec-22,North Macedonia,490
Jan-23,North Macedonia,230
Feb-23,North Macedonia,300
Mar-23,North Macedonia,280
Apr-23,North Macedonia,150
May-23,North Macedonia,140
Jun-23,North Macedonia,160
Jul-23,North Macedonia,140
Aug-23,North Macedonia,290
Sep-23,North Macedonia,340
Oct-23,North Macedonia,290
Nov-23,North Macedonia,330
Dec-23,North Macedonia,530
Jan-24,North Macedonia,220
Feb-24,North Macedonia,220
Mar-24,North Macedonia,150
Apr-24,North Macedonia,140
May-24,North Macedonia,90
Jun-24,North Macedonia,130
Jul-24,North Macedonia,120
Jan-19,Greece,990
Feb-19,Greece,960
Mar-19,Greece,750
Apr-19,Greece,640
May-19,Greece,550
Jun-19,Greece,560
Jul-19,Greece,700
Aug-19,Greece,820
Sep-19,Greece,1080
Oct-19,Greece,880
Nov-19,Greece,890
Dec-19,Greece,1640
Jan-20,Greece,890
Feb-20,Greece,880
Mar-20,Greece,400
Apr-20,Greece,10
May-20,Greece,10
Jun-20,Greece,20
Jul-20,Greece,40
Aug-20,Greece,20
Sep-20,Greece,20
Oct-20,Greece,20
Nov-20,Greece,30
Dec-20,Greece,30
Jan-21,Greece,40
Feb-21,Greece,20
Mar-21,Greece,20
Apr-21,Greece,20
May-21,Greece,40
Jun-21,Greece,20
Jul-21,Greece,20
Aug-21,Greece,10
Sep-21,Greece,20
Oct-21,Greece,20
Nov-21,Greece,60
Dec-21,Greece,120
Jan-22,Greece,160
Feb-22,Greece,140
Mar-22,Greece,310
Apr-22,Greece,380
May-22,Greece,350
Jun-22,Greece,320
Jul-22,Greece,330
Aug-22,Greece,620
Sep-22,Greece,730
Oct-22,Greece,630
Nov-22,Greece,780
Dec-22,Greece,880
Jan-23,Greece,560
Feb-23,Greece,740
Mar-23,Greece,610
Apr-23,Greece,500
May-23,Greece,420
Jun-23,Greece,430
Jul-23,Greece,470
Aug-23,Greece,530
Sep-23,Greece,690
Oct-23,Greece,640
Nov-23,Greece,770
Dec-23,Greece,1180
Jan-24,Greece,620
Feb-24,Greece,820
Mar-24,Greece,610
Apr-24,Greece,470
May-24,Greece,400
Jun-24,Greece,360
Jul-24,Greece,430
Jan-19,Moldova,30
Feb-19,Moldova,40
Mar-19,Moldova,10
Apr-19,Moldova,20
May-19,Moldova,10
Jun-19,Moldova,20
Jul-19,Moldova,20
Aug-19,Moldova,10
Sep-19,Moldova,20
Oct-19,Moldova,50
Nov-19,Moldova,40
Dec-19,Moldova,50
Jan-20,Moldova,30
Feb-20,Moldova,20
Mar-20,Moldova,20
Dec-21,Moldova,10
Jan-22,Moldova,10
Feb-22,Moldova,10
Apr-22,Moldova,10
May-22,Moldova,10
Jun-22,Moldova,10
Jul-22,Moldova,10
Aug-22,Moldova,20
Sep-22,Moldova,20
Oct-22,Moldova,20
Nov-22,Moldova,20
Dec-22,Moldova,30
Jan-23,Moldova,10
Feb-23,Moldova,10
Mar-23,Moldova,20
Apr-23,Moldova,30
May-23,Moldova,10
Jun-23,Moldova,10
Jul-23,Moldova,10
Aug-23,Moldova,20
Sep-23,Moldova,20
Oct-23,Moldova,10
Nov-23,Moldova,20
Dec-23,Moldova,30
Jan-24,Moldova,20
Feb-24,Moldova,20
Mar-24,Moldova,20
Apr-24,Moldova,20
May-24,Moldova,10
Jun-24,Moldova,20
Jul-24,Moldova,10
Jan-19,Romania,770
Feb-19,Romania,700
Mar-19,Romania,610
Apr-19,Romania,440
May-19,Romania,390
Jun-19,Romania,340
Jul-19,Romania,400
Aug-19,Romania,460
Sep-19,Romania,560
Oct-19,Romania,600
Nov-19,Romania,940
Dec-19,Romania,1300
Jan-20,Romania,820
Feb-20,Romania,660
Mar-20,Romania,310
Apr-20,Romania,10
May-20,Romania,20
Jun-20,Romania,30
Jul-20,Romania,20
Aug-20,Romania,20
Sep-20,Romania,10
Oct-20,Romania,20
Nov-20,Romania,30
Dec-20,Romania,10
Jan-21,Romania,40
Feb-21,Romania,20
Mar-21,Romania,50
Apr-21,Romania,20
May-21,Romania,40
Jun-21,Romania,30
Jul-21,Romania,10
Aug-21,Romania,20
Sep-21,Romania,10
Oct-21,Romania,20
Nov-21,Romania,60
Dec-21,Romania,120
Jan-22,Romania,100
Feb-22,Romania,140
Mar-22,Romania,190
Apr-22,Romania,240
May-22,Romania,220
Jun-22,Romania,200
Jul-22,Romania,210
Aug-22,Romania,250
Sep-22,Romania,350
Oct-22,Romania,380
Nov-22,Romania,670
Dec-22,Romania,780
Jan-23,Romania,480
Feb-23,Romania,750
Mar-23,Romania,520
Apr-23,Romania,350
May-23,Romania,290
Jun-23,Romania,360
Jul-23,Romania,370
Aug-23,Romania,390
Sep-23,Romania,380
Oct-23,Romania,530
Nov-23,Romania,730
Dec-23,Romania,1030
Jan-24,Romania,750
Feb-24,Romania,570
Mar-24,Romania,590
Apr-24,Romania,410
May-24,Romania,350
Jun-24,Romania,300
Jul-24,Romania,380
Jan-19,Slovenia,360
Feb-19,Slovenia,440
Mar-19,Slovenia,280
Apr-19,Slovenia,160
May-19,Slovenia,150
Jun-19,Slovenia,190
Jul-19,Slovenia,250
Aug-19,Slovenia,190
Sep-19,Slovenia,200
Oct-19,Slovenia,270
Nov-19,Slovenia,300
Dec-19,Slovenia,530
Jan-20,Slovenia,360
Feb-20,Slovenia,350
Mar-20,Slovenia,130
Apr-20,Slovenia,10
Dec-20,Slovenia,10
Jan-21,Slovenia,10
Feb-21,Slovenia,10
Mar-21,Slovenia,10
May-21,Slovenia,10
Jun-21,Slovenia,20
Aug-21,Slovenia,10
Oct-21,Slovenia,10
Nov-21,Slovenia,10
Dec-21,Slovenia,30
Jan-22,Slovenia,30
Feb-22,Slovenia,30
Mar-22,Slovenia,60
Apr-22,Slovenia,70
May-22,Slovenia,50
Jun-22,Slovenia,80
Jul-22,Slovenia,110
Aug-22,Slovenia,90
Sep-22,Slovenia,160
Oct-22,Slovenia,110
Nov-22,Slovenia,170
Dec-22,Slovenia,190
Jan-23,Slovenia,170
Feb-23,Slovenia,230
Mar-23,Slovenia,200
Apr-23,Slovenia,140
May-23,Slovenia,80
Jun-23,Slovenia,130
Jul-23,Slovenia,170
Aug-23,Slovenia,190
Sep-23,Slovenia,280
Oct-23,Slovenia,210
Nov-23,Slovenia,210
Dec-23,Slovenia,330
Jan-24,Slovenia,260
Feb-24,Slovenia,310
Mar-24,Slovenia,200
Apr-24,Slovenia,150
May-24,Slovenia,100
Jun-24,Slovenia,120
Jul-24,Slovenia,160
Jan-19,Montenegro,50
Feb-19,Montenegro,30
Mar-19,Montenegro,30
Apr-19,Montenegro,20
May-19,Montenegro,10
Jun-19,Montenegro,20
Jul-19,Montenegro,20
Aug-19,Montenegro,30
Sep-19,Montenegro,30
Oct-19,Montenegro,30
Nov-19,Montenegro,20
Dec-19,Montenegro,50
Jan-20,Montenegro,50
Feb-20,Montenegro,30
Mar-20,Montenegro,10
Mar-21,Montenegro,10
Jul-21,Montenegro,10
Nov-21,Montenegro,10
Dec-21,Montenegro,10
Jan-22,Montenegro,10
Feb-22,Montenegro,10
Mar-22,Montenegro,10
Apr-22,Montenegro,20
May-22,Montenegro,20
Jun-22,Montenegro,10
Jul-22,Montenegro,10
Aug-22,Montenegro,20
Sep-22,Montenegro,30
Oct-22,Montenegro,10
Nov-22,Montenegro,50
Dec-22,Montenegro,60
Jan-23,Montenegro,40
Feb-23,Montenegro,40
Mar-23,Montenegro,40
Apr-23,Montenegro,10
May-23,Montenegro,10
Jun-23,Montenegro,10
Jul-23,Montenegro,10
Aug-23,Montenegro,20
Sep-23,Montenegro,20
Oct-23,Montenegro,30
Nov-23,Montenegro,20
Dec-23,Montenegro,50
Jan-24,Montenegro,30
Feb-24,Montenegro,30
Mar-24,Montenegro,30
Apr-24,Montenegro,20
May-24,Montenegro,20
Jun-24,Montenegro,10
Jul-24,Montenegro,20
Jan-19,Serbia,500
Feb-19,Serbia,400
Mar-19,Serbia,270
Apr-19,Serbia,210
May-19,Serbia,210
Jun-19,Serbia,230
Jul-19,Serbia,270
Aug-19,Serbia,280
Sep-19,Serbia,330
Oct-19,Serbia,380
Nov-19,Serbia,470
Dec-19,Serbia,680
Jan-20,Serbia,570
Feb-20,Serbia,390
Mar-20,Serbia,160
Jun-20,Serbia,10
Jul-20,Serbia,10
Aug-20,Serbia,10
Sep-20,Serbia,10
Oct-20,Serbia,20
Nov-20,Serbia,10
Dec-20,Serbia,10
Jan-21,Serbia,30
Feb-21,Serbia,10
Mar-21,Serbia,10
Apr-21,Serbia,20
May-21,Serbia,10
Jun-21,Serbia,10
Jul-21,Serbia,10
Aug-21,Serbia,10
Nov-21,Serbia,20
Dec-21,Serbia,80
Jan-22,Serbia,80
Feb-22,Serbia,70
Mar-22,Serbia,60
Apr-22,Serbia,80
May-22,Serbia,90
Jun-22,Serbia,110
Jul-22,Serbia,160
Aug-22,Serbia,190
Sep-22,Serbia,270
Oct-22,Serbia,180
Nov-22,Serbia,320
Dec-22,Serbia,350
Jan-23,Serbia,290
Feb-23,Serbia,290
Mar-23,Serbia,250
Apr-23,Serbia,180
May-23,Serbia,180
Jun-23,Serbia,170
Jul-23,Serbia,180
Aug-23,Serbia,210
Sep-23,Serbia,340
Oct-23,Serbia,230
Nov-23,Serbia,380
Dec-23,Serbia,540
Jan-24,Serbia,340
Feb-24,Serbia,320
Mar-24,Serbia,210
Apr-24,Serbia,160
May-24,Serbia,150
Jun-24,Serbia,210
Jul-24,Serbia,170
Jan-19,Kosovo,20
Feb-19,Kosovo,20
Mar-19,Kosovo,10
Apr-19,Kosovo,10
May-19,Kosovo,20
Jun-19,Kosovo,10
Jul-19,Kosovo,20
Aug-19,Kosovo,30
Sep-19,Kosovo,40
Oct-19,Kosovo,30
Nov-19,Kosovo,10
Dec-19,Kosovo,30
Jan-20,Kosovo,20
Feb-20,Kosovo,20
Mar-20,Kosovo,10
Dec-21,Kosovo,10
Jan-22,Kosovo,20
Feb-22,Kosovo,10
Mar-22,Kosovo,10
Apr-22,Kosovo,10
Jun-22,Kosovo,10
Aug-22,Kosovo,30
Sep-22,Kosovo,40
Oct-22,Kosovo,20
Nov-22,Kosovo,20
Dec-22,Kosovo,30
Jan-23,Kosovo,20
Feb-23,Kosovo,10
Mar-23,Kosovo,20
Apr-23,Kosovo,20
May-23,Kosovo,20
Jun-23,Kosovo,10
Jul-23,Kosovo,10
Aug-23,Kosovo,30
Sep-23,Kosovo,40
Oct-23,Kosovo,20
Nov-23,Kosovo,20
Dec-23,Kosovo,40
Jan-24,Kosovo,20
Feb-24,Kosovo,20
Mar-24,Kosovo,20
Apr-24,Kosovo,20
May-24,Kosovo,20
Jun-24,Kosovo,20
Jul-24,Kosovo,20
Jan-19,Belarus,150
Feb-19,Belarus,90
Mar-19,Belarus,100
Apr-19,Belarus,90
May-19,Belarus,80
Jun-19,Belarus,70
Jul-19,Belarus,110
Aug-19,Belarus,70
Sep-19,Belarus,80
Oct-19,Belarus,110
Nov-19,Belarus,120
Dec-19,Belarus,180
Jan-20,Belarus,130
Feb-20,Belarus,110
Mar-20,Belarus,70
Nov-20,Belarus,10
Dec-20,Belarus,10
Jan-21,Belarus,20
May-21,Belarus,10
Jun-21,Belarus,10
Nov-21,Belarus,10
Dec-21,Belarus,30
Jan-22,Belarus,20
Feb-22,Belarus,20
Mar-22,Belarus,30
Apr-22,Belarus,20
May-22,Belarus,20
Jun-22,Belarus,30
Jul-22,Belarus,40
Aug-22,Belarus,60
Sep-22,Belarus,40
Oct-22,Belarus,50
Nov-22,Belarus,120
Dec-22,Belarus,90
Jan-23,Belarus,60
Feb-23,Belarus,110
Mar-23,Belarus,100
Apr-23,Belarus,50
May-23,Belarus,40
Jun-23,Belarus,60
Jul-23,Belarus,50
Aug-23,Belarus,60
Sep-23,Belarus,70
Oct-23,Belarus,80
Nov-23,Belarus,90
Dec-23,Belarus,160
Jan-24,Belarus,90
Feb-24,Belarus,90
Mar-24,Belarus,110
Apr-24,Belarus,30
May-24,Belarus,60
Jun-24,Belarus,40
Jul-24,Belarus,50
Jan-19,Czechia,1890
Feb-19,Czechia,1870
Mar-19,Czechia,1320
Apr-19,Czechia,980
May-19,Czechia,680
Jun-19,Czechia,690
Jul-19,Czechia,860
Aug-19,Czechia,900
Sep-19,Czechia,1060
Oct-19,Czechia,1290
Nov-19,Czechia,1310
Dec-19,Czechia,1970
Jan-20,Czechia,1730
Feb-20,Czechia,1690
Mar-20,Czechia,680
Apr-20,Czechia,10
Jun-20,Czechia,10
Jul-20,Czechia,10
Aug-20,Czechia,20
Sep-20,Czechia,10
Oct-20,Czechia,20
Nov-20,Czechia,20
Dec-20,Czechia,20
Jan-21,Czechia,50
Feb-21,Czechia,20
Apr-21,Czechia,20
May-21,Czechia,50
Jun-21,Czechia,40
Jul-21,Czechia,20
Aug-21,Czechia,10
Sep-21,Czechia,10
Oct-21,Czechia,10
Nov-21,Czechia,40
Dec-21,Czechia,140
Jan-22,Czechia,160
Feb-22,Czechia,180
Mar-22,Czechia,320
Apr-22,Czechia,270
May-22,Czechia,280
Jun-22,Czechia,310
Jul-22,Czechia,410
Aug-22,Czechia,580
Sep-22,Czechia,650
Oct-22,Czechia,580
Nov-22,Czechia,850
Dec-22,Czechia,1030
Jan-23,Czechia,810
Feb-23,Czechia,1170
Mar-23,Czechia,940
Apr-23,Czechia,590
May-23,Czechia,400
Jun-23,Czechia,470
Jul-23,Czechia,640
Aug-23,Czechia,670
Sep-23,Czechia,740
Oct-23,Czechia,940
Nov-23,Czechia,990
Dec-23,Czechia,1310
Jan-24,Czechia,1140
Feb-24,Czechia,1400
Mar-24,Czechia,1200
Apr-24,Czechia,650
May-24,Czechia,460
Jun-24,Czechia,560
Jul-24,Czechia,760
Jan-19,Estonia,750
Feb-19,Estonia,580
Mar-19,Estonia,540
Apr-19,Estonia,370
May-19,Estonia,280
Jun-19,Estonia,280
Jul-19,Estonia,420
Aug-19,Estonia,620
Sep-19,Estonia,490
Oct-19,Estonia,550
Nov-19,Estonia,600
Dec-19,Estonia,720
Jan-20,Estonia,670
Feb-20,Estonia,570
Mar-20,Estonia,270
Apr-20,Estonia,10
Jul-20,Estonia,10
Aug-20,Estonia,10
Sep-20,Estonia,10
Oct-20,Estonia,10
Nov-20,Estonia,10
Jan-21,Estonia,10
Feb-21,Estonia,10
Mar-21,Estonia,10
Apr-21,Estonia,10
Jun-21,Estonia,10
Jul-21,Estonia,10
Oct-21,Estonia,10
Nov-21,Estonia,10
Dec-21,Estonia,40
Jan-22,Estonia,60
Feb-22,Estonia,90
Mar-22,Estonia,160
Apr-22,Estonia,170
May-22,Estonia,110
Jun-22,Estonia,160
Jul-22,Estonia,260
Aug-22,Estonia,450
Sep-22,Estonia,430
Oct-22,Estonia,420
Nov-22,Estonia,510
Dec-22,Estonia,460
Jan-23,Estonia,470
Feb-23,Estonia,520
Mar-23,Estonia,520
Apr-23,Estonia,310
May-23,Estonia,230
Jun-23,Estonia,270
Jul-23,Estonia,320
Aug-23,Estonia,590
Sep-23,Estonia,650
Oct-23,Estonia,610
Nov-23,Estonia,620
Dec-23,Estonia,580
Jan-24,Estonia,660
Feb-24,Estonia,600
Mar-24,Estonia,490
Apr-24,Estonia,330
May-24,Estonia,230
Jun-24,Estonia,250
Jul-24,Estonia,410
Jan-19,Hungary,1190
Feb-19,Hungary,1150
Mar-19,Hungary,800
Apr-19,Hungary,570
May-19,Hungary,450
Jun-19,Hungary,470
Jul-19,Hungary,640
Aug-19,Hungary,570
Sep-19,Hungary,600
Oct-19,Hungary,740
Nov-19,Hungary,950
Dec-19,Hungary,1550
Jan-20,Hungary,1160
Feb-20,Hungary,1000
Mar-20,Hungary,470
Apr-20,Hungary,10
Jun-20,Hungary,10
Jul-20,Hungary,10
Aug-20,Hungary,10
Sep-20,Hungary,10
Oct-20,Hungary,10
Nov-20,Hungary,10
Dec-20,Hungary,10
Jan-21,Hungary,20
Mar-21,Hungary,10
Apr-21,Hungary,10
May-21,Hungary,20
Jun-21,Hungary,20
Jul-21,Hungary,20
Sep-21,Hungary,10
Oct-21,Hungary,10
Nov-21,Hungary,40
Dec-21,Hungary,90
Jan-22,Hungary,140
Feb-22,Hungary,130
Mar-22,Hungary,240
Apr-22,Hungary,280
May-22,Hungary,220
Jun-22,Hungary,250
Jul-22,Hungary,350
Aug-22,Hungary,360
Sep-22,Hungary,440
Oct-22,Hungary,470
Nov-22,Hungary,740
Dec-22,Hungary,870
Jan-23,Hungary,680
Feb-23,Hungary,860
Mar-23,Hungary,740
Apr-23,Hungary,500
May-23,Hungary,310
Jun-23,Hungary,380
Jul-23,Hungary,360
Aug-23,Hungary,410
Sep-23,Hungary,480
Oct-23,Hungary,630
Nov-23,Hungary,730
Dec-23,Hungary,1280
Jan-24,Hungary,910
Feb-24,Hungary,890
Mar-24,Hungary,810
Apr-24,Hungary,420
May-24,Hungary,330
Jun-24,Hungary,370
Jul-24,Hungary,420
Jan-19,Latvia,230
Feb-19,Latvia,200
Mar-19,Latvia,180
Apr-19,Latvia,140
May-19,Latvia,80
Jun-19,Latvia,110
Jul-19,Latvia,180
Aug-19,Latvia,100
Sep-19,Latvia,120
Oct-19,Latvia,200
Nov-19,Latvia,250
Dec-19,Latvia,320
Jan-20,Latvia,290
Feb-20,Latvia,230
Mar-20,Latvia,120
Jun-20,Latvia,20
Aug-20,Latvia,10
Sep-20,Latvia,10
Oct-20,Latvia,10
Dec-20,Latvia,10
Jan-21,Latvia,20
Apr-21,Latvia,10
May-21,Latvia,10
Jun-21,Latvia,20
Jul-21,Latvia,10
Aug-21,Latvia,10
Nov-21,Latvia,10
Dec-21,Latvia,30
Jan-22,Latvia,40
Feb-22,Latvia,30
Mar-22,Latvia,60
Apr-22,Latvia,70
May-22,Latvia,40
Jun-22,Latvia,60
Jul-22,Latvia,80
Aug-22,Latvia,80
Sep-22,Latvia,120
Oct-22,Latvia,90
Nov-22,Latvia,180
Dec-22,Latvia,240
Jan-23,Latvia,150
Feb-23,Latvia,210
Mar-23,Latvia,130
Apr-23,Latvia,110
May-23,Latvia,90
Jun-23,Latvia,80
Jul-23,Latvia,90
Aug-23,Latvia,130
Sep-23,Latvia,180
Oct-23,Latvia,160
Nov-23,Latvia,150
Dec-23,Latvia,280
Jan-24,Latvia,200
Feb-24,Latvia,180
Mar-24,Latvia,230
Apr-24,Latvia,130
May-24,Latvia,110
Jun-24,Latvia,110
Jul-24,Latvia,110
Jan-19,Lithuania,420
Feb-19,Lithuania,450
Mar-19,Lithuania,480
Apr-19,Lithuania,270
May-19,Lithuania,230
Jun-19,Lithuania,220
Jul-19,Lithuania,280
Aug-19,Lithuania,300
Sep-19,Lithuania,300
Oct-19,Lithuania,330
Nov-19,Lithuania,370
Dec-19,Lithuania,490
Jan-20,Lithuania,420
Feb-20,Lithuania,430
Mar-20,Lithuania,260
Jun-20,Lithuania,10
Jul-20,Lithuania,10
Oct-20,Lithuania,10
Nov-20,Lithuania,10
Dec-20,Lithuania,20
Jan-21,Lithuania,10
Feb-21,Lithuania,10
Mar-21,Lithuania,10
Apr-21,Lithuania,10
May-21,Lithuania,10
Jun-21,Lithuania,10
Jul-21,Lithuania,10
Aug-21,Lithuania,10
Sep-21,Lithuania,10
Oct-21,Lithuania,20
Nov-21,Lithuania,20
Dec-21,Lithuania,40
Jan-22,Lithuania,110
Feb-22,Lithuania,80
Mar-22,Lithuania,120
Apr-22,Lithuania,140
May-22,Lithuania,130
Jun-22,Lithuania,150
Jul-22,Lithuania,190
Aug-22,Lithuania,250
Sep-22,Lithuania,310
Oct-22,Lithuania,270
Nov-22,Lithuania,300
Dec-22,Lithuania,350
Jan-23,Lithuania,270
Feb-23,Lithuania,370
Mar-23,Lithuania,410
Apr-23,Lithuania,230
May-23,Lithuania,250
Jun-23,Lithuania,240
Jul-23,Lithuania,250
Aug-23,Lithuania,350
Sep-23,Lithuania,340
Oct-23,Lithuania,520
Nov-23,Lithuania,440
Dec-23,Lithuania,470
Jan-24,Lithuania,420
Feb-24,Lithuania,370
Mar-24,Lithuania,480
Apr-24,Lithuania,370
May-24,Lithuania,230
Jun-24,Lithuania,260
Jul-24,Lithuania,310
Jan-19,Poland,3510
Feb-19,Poland,3400
Mar-19,Poland,2710
Apr-19,Poland,1670
May-19,Poland,1390
Jun-19,Poland,1450
Jul-19,Poland,1730
Aug-19,Poland,1920
Sep-19,Poland,1990
Oct-19,Poland,2570
Nov-19,Poland,3680
Dec-19,Poland,4050
Jan-20,Poland,3520
Feb-20,Poland,3390
Mar-20,Poland,1400
Apr-20,Poland,20
May-20,Poland,30
Jun-20,Poland,60
Jul-20,Poland,30
Aug-20,Poland,30
Sep-20,Poland,10
Oct-20,Poland,50
Nov-20,Poland,40
Dec-20,Poland,50
Jan-21,Poland,90
Feb-21,Poland,50
Mar-21,Poland,40
Apr-21,Poland,50
May-21,Poland,80
Jun-21,Poland,50
Jul-21,Poland,40
Aug-21,Poland,20
Sep-21,Poland,40
Oct-21,Poland,20
Nov-21,Poland,80
Dec-21,Poland,250
Jan-22,Poland,340
Feb-22,Poland,340
Mar-22,Poland,670
Apr-22,Poland,710
May-22,Poland,590
Jun-22,Poland,750
Jul-22,Poland,860
Aug-22,Poland,1060
Sep-22,Poland,1220
Oct-22,Poland,1500
Nov-22,Poland,1910
Dec-22,Poland,2140
Jan-23,Poland,1630
Feb-23,Poland,2310
Mar-23,Poland,2010
Apr-23,Poland,1190
May-23,Poland,960
Jun-23,Poland,1130
Jul-23,Poland,1150
Aug-23,Poland,1470
Sep-23,Poland,1530
Oct-23,Poland,1810
Nov-23,Poland,2740
Dec-23,Poland,2880
Jan-24,Poland,2900
Feb-24,Poland,2860
Mar-24,Poland,2530
Apr-24,Poland,1500
May-24,Poland,1100
Jun-24,Poland,1040
Jul-24,Poland,1300
Jan-19,Russia,3010
Feb-19,Russia,2320
Mar-19,Russia,2180
Apr-19,Russia,1740
May-19,Russia,1450
Jun-19,Russia,1480
Jul-19,Russia,1920
Aug-19,Russia,1740
Sep-19,Russia,1860
Oct-19,Russia,2180
Nov-19,Russia,2260
Dec-19,Russia,4240
Jan-20,Russia,3010
Feb-20,Russia,2520
Mar-20,Russia,1400
Apr-20,Russia,20
May-20,Russia,30
Jun-20,Russia,40
Jul-20,Russia,30
Aug-20,Russia,30
Sep-20,Russia,20
Oct-20,Russia,50
Nov-20,Russia,60
Dec-20,Russia,80
Jan-21,Russia,90
Feb-21,Russia,60
Mar-21,Russia,60
Apr-21,Russia,70
May-21,Russia,100
Jun-21,Russia,90
Jul-21,Russia,60
Aug-21,Russia,50
Sep-21,Russia,40
Oct-21,Russia,60
Nov-21,Russia,140
Dec-21,Russia,280
Jan-22,Russia,400
Feb-22,Russia,440
Mar-22,Russia,490
Apr-22,Russia,310
May-22,Russia,310
Jun-22,Russia,540
Jul-22,Russia,630
Aug-22,Russia,840
Sep-22,Russia,870
Oct-22,Russia,1060
Nov-22,Russia,1570
Dec-22,Russia,1990
Jan-23,Russia,1220
Feb-23,Russia,1720
Mar-23,Russia,1600
Apr-23,Russia,1270
May-23,Russia,1000
Jun-23,Russia,1120
Jul-23,Russia,1190
Aug-23,Russia,1340
Sep-23,Russia,1190
Oct-23,Russia,1460
Nov-23,Russia,1690
Dec-23,Russia,2780
Jan-24,Russia,1870
Feb-24,Russia,1610
Mar-24,Russia,1580
Apr-24,Russia,1210
May-24,Russia,970
Jun-24,Russia,1040
Jul-24,Russia,1380
Jan-19,Slovakia,960
Feb-19,Slovakia,730
Mar-19,Slovakia,600
Apr-19,Slovakia,450
May-19,Slovakia,330
Jun-19,Slovakia,380
Jul-19,Slovakia,400
Aug-19,Slovakia,460
Sep-19,Slovakia,480
Oct-19,Slovakia,510
Nov-19,Slovakia,680
Dec-19,Slovakia,1050
Jan-20,Slovakia,860
Feb-20,Slovakia,760
Mar-20,Slovakia,270
Jul-20,Slovakia,10
Sep-20,Slovakia,10
Jan-21,Slovakia,20
Feb-21,Slovakia,10
Apr-21,Slovakia,10
May-21,Slovakia,10
Jun-21,Slovakia,20
Jul-21,Slovakia,10
Aug-21,Slovakia,10
Sep-21,Slovakia,10
Nov-21,Slovakia,20
Dec-21,Slovakia,100
Jan-22,Slovakia,110
Feb-22,Slovakia,100
Mar-22,Slovakia,170
Apr-22,Slovakia,180
May-22,Slovakia,120
Jun-22,Slovakia,180
Jul-22,Slovakia,270
Aug-22,Slovakia,310
Sep-22,Slovakia,390
Oct-22,Slovakia,320
Nov-22,Slovakia,400
Dec-22,Slovakia,620
Jan-23,Slovakia,480
Feb-23,Slovakia,580
Mar-23,Slovakia,430
Apr-23,Slovakia,240
May-23,Slovakia,190
Jun-23,Slovakia,240
Jul-23,Slovakia,280
Aug-23,Slovakia,320
Sep-23,Slovakia,370
Oct-23,Slovakia,420
Nov-23,Slovakia,470
Dec-23,Slovakia,820
Jan-24,Slovakia,630
Feb-24,Slovakia,550
Mar-24,Slovakia,570
Apr-24,Slovakia,280
May-24,Slovakia,220
Jun-24,Slovakia,250
Jul-24,Slovakia,310
Jan-19,Ukraine,720
Feb-19,Ukraine,710
Mar-19,Ukraine,620
Apr-19,Ukraine,430
May-19,Ukraine,470
Jun-19,Ukraine,390
Jul-19,Ukraine,550
Aug-19,Ukraine,550
Sep-19,Ukraine,550
Oct-19,Ukraine,570
Nov-19,Ukraine,630
Dec-19,Ukraine,820
Jan-20,Ukraine,740
Feb-20,Ukraine,690
Mar-20,Ukraine,380
Apr-20,Ukraine,10
May-20,Ukraine,20
Jun-20,Ukraine,100
Jul-20,Ukraine,70
Aug-20,Ukraine,100
